term,valence,source
intimidates,-1.3,vader_base
intimidatingly,-1.1,vader_base
intimidations,-1.4,vader_base
intimidator,-1.6,vader_base
intimidators,-1.6,vader_base
intimidatory,-1.1,vader_base
intricate,0.6,vader_base
intrigues,0.9,vader_base
invigorated,0.8,vader_base
invigorates,2.1,vader_base
invigoratingly,2.0,vader_base
invigoration,1.5,vader_base
invigorations,1.2,vader_base
invigorator,1.1,vader_base
invigorators,1.2,vader_base
inviting,1.3,vader_base
iou,0.7,vader_base
irate,-2.9,vader_base
ironic,-0.5,vader_base
irrationalism,-1.5,vader_base
irrationalist,-2.1,vader_base
irrationalists,-1.5,vader_base
irrationalities,-1.5,vader_base
irrationality,-1.7,vader_base
irrationally,-1.6,vader_base
irrationals,-1.1,vader_base
irresolute,-1.4,vader_base
irritabilities,-1.7,vader_base
irritability,-1.4,vader_base
irritable,-2.1,vader_base
irritableness,-1.7,vader_base
irritably,-1.8,vader_base
irritants,-2.1,vader_base
irritates,-1.7,vader_base
irritatingly,-2.0,vader_base
irritations,-1.5,vader_base
irritative,-2.0,vader_base
isolatable,0.2,vader_base
isolates,-1.3,vader_base
isolationism,0.4,vader_base
isolationist,0.7,vader_base
isolations,-0.5,vader_base
isolator,-0.4,vader_base
isolators,-0.4,vader_base
itchy,-1.1,vader_base
iyq,2.3,vader_base
j/j,2.0,vader_base
j/k,1.6,vader_base
j/p,1.4,vader_base
j/t,-0.2,vader_base
j/w,1.0,vader_base
j4f,1.4,vader_base
j4g,1.7,vader_base
jackass,-1.8,vader_base
jackasses,-2.8,vader_base
jailed,-2.2,vader_base
jaunty,1.2,vader_base
jealous,-2.0,vader_base
jealousies,-2.0,vader_base
jealously,-2.0,vader_base
jealousness,-1.7,vader_base
jealousy,-1.3,vader_base
jealz,-1.2,vader_base
jerk,-1.4,vader_base
jerked,-0.8,vader_base
jerks,-1.1,vader_base
jewels,2.0,vader_base
jho,0.8,vader_base
jhomf,1.0,vader_base
jj,1.0,vader_base
jk,0.9,vader_base
jocular,1.2,vader_base
join,1.2,vader_base
joke,1.2,vader_base
joked,1.3,vader_base
joker,0.5,vader_base
jokes,1.0,vader_base
jokester,1.5,vader_base
jokesters,0.9,vader_base
jokey,1.1,vader_base
joking,0.9,vader_base
jollied,2.4,vader_base
jollier,2.4,vader_base
jollies,2.0,vader_base
jolliest,2.9,vader_base
jollification,2.2,vader_base
jollifications,2.0,vader_base
jollify,2.1,vader_base
jollily,2.7,vader_base
jolliness,2.5,vader_base
jollities,1.7,vader_base
jollity,1.8,vader_base
jolly,2.3,vader_base
jollying,2.3,vader_base
jovial,1.9,vader_base
joyance,2.3,vader_base
joyed,2.9,vader_base
joyfuller,2.4,vader_base
joyfully,2.5,vader_base
joyfulness,2.7,vader_base
joying,2.5,vader_base
joyless,-2.5,vader_base
joylessly,-1.7,vader_base
joylessness,-2.7,vader_base
joyous,3.1,vader_base
joyously,2.9,vader_base
joyousness,2.8,vader_base
joypop,-0.2,vader_base
joypoppers,-0.1,vader_base
joyridden,0.6,vader_base
joyride,1.1,vader_base
joyrider,0.7,vader_base
joyriders,1.3,vader_base
joyrides,0.8,vader_base
joyriding,0.9,vader_base
joyrode,1.0,vader_base
joys,2.2,vader_base
joystick,0.7,vader_base
joysticks,0.2,vader_base
jp,0.8,vader_base
jt,0.9,vader_base
justifiably,1.0,vader_base
justified,1.7,vader_base
jw,1.6,vader_base
k4y,2.3,vader_base
keened,0.3,vader_base
keener,0.5,vader_base
keeners,0.6,vader_base
keenest,1.9,vader_base
keening,-0.7,vader_base
keenly,1.0,vader_base
keenness,1.4,vader_base
keens,0.1,vader_base
kewl,1.3,vader_base
kfy,2.3,vader_base
kia,-3.2,vader_base
kidding,0.4,vader_base
killdeer,-1.1,vader_base
killdeers,-0.1,vader_base
killdees,-0.6,vader_base
killed,-3.5,vader_base
killers,-3.3,vader_base
killick,0.1,vader_base
killie,-0.1,vader_base
killifish,-0.1,vader_base
killifishes,-0.1,vader_base
killingly,-2.6,vader_base
killings,-3.5,vader_base
killjoy,-2.1,vader_base
killjoys,-1.7,vader_base
killock,-0.3,vader_base
killocks,-0.4,vader_base
kills,-2.5,vader_base
kinder,2.2,vader_base
kindly,2.2,vader_base
kindnesses,2.3,vader_base
kissable,2.0,vader_base
kissably,1.9,vader_base
kissed,1.6,vader_base
kisser,1.7,vader_base
kissers,1.5,vader_base
kisses,2.3,vader_base
kissing,2.7,vader_base
kissy,1.8,vader_base
kk,1.5,vader_base
kmuf,2.2,vader_base
kudos,2.3,vader_base
l,2.0,vader_base
l&r,2.2,vader_base
lackadaisical,-1.6,vader_base
lagged,-1.2,vader_base
lagging,-1.1,vader_base
lags,-1.5,vader_base
laidback,0.5,vader_base
lamebrain,-1.6,vader_base
lamebrained,-2.5,vader_base
lamebrains,-1.2,vader_base
lamedh,0.1,vader_base
lamella,-0.1,vader_base
lamellae,-0.1,vader_base
lamellas,0.1,vader_base
lamellibranch,0.2,vader_base
lamellibranchs,-0.1,vader_base
lamely,-2.0,vader_base
lameness,-0.8,vader_base
lamentableness,-1.3,vader_base
lamentably,-1.5,vader_base
lamentation,-1.4,vader_base
lamentations,-1.9,vader_base
lamented,-1.4,vader_base
lamenter,-1.2,vader_base
lamenters,-0.5,vader_base
lamenting,-2.0,vader_base
laments,-1.5,vader_base
lamer,-1.4,vader_base
lames,-1.2,vader_base
lamest,-1.5,vader_base
laoj,1.3,vader_base
laughableness,1.2,vader_base
laughably,1.2,vader_base
laughed,2.0,vader_base
laugher,1.7,vader_base
laughers,1.7,vader_base
laughing,2.2,vader_base
laughingly,2.3,vader_base
laughings,1.9,vader_base
laughingstocks,-1.3,vader_base
laughs,2.2,vader_base
laughter,2.2,vader_base
laughters,2.2,vader_base
launched,0.5,vader_base
lawl,1.4,vader_base
lawsuits,-0.6,vader_base
lazier,-2.3,vader_base
laziest,-2.7,vader_base
leaked,-1.3,vader_base
leet,1.3,vader_base
liabilities,-0.8,vader_base
liability,-0.8,vader_base
liar,-2.3,vader_base
liards,-0.4,vader_base
liars,-2.4,vader_base
libertarian,0.9,vader_base
libertarianism,0.4,vader_base
libertarianisms,0.1,vader_base
libertarians,0.1,vader_base
liberties,2.3,vader_base
libertinage,0.2,vader_base
libertine,-0.9,vader_base
libertines,0.4,vader_base
libertinisms,1.2,vader_base
lied,-1.6,vader_base
lies,-1.8,vader_base
lifesaver,2.8,vader_base
lighthearted,1.8,vader_base
likeable,2.0,vader_base
liked,1.8,vader_base
likes,1.8,vader_base
liking,1.7,vader_base
limited,-0.9,vader_base
livelier,1.7,vader_base
liveliest,2.1,vader_base
livelihood,0.8,vader_base
livelihoods,0.9,vader_base
livelily,1.8,vader_base
liveliness,1.6,vader_base
livelong,1.7,vader_base
livid,-2.5,vader_base
lmao,2.9,vader_base
lmbao,1.8,vader_base
lmfao,2.5,vader_base
lmso,2.7,vader_base
loathed,-2.1,vader_base
loathes,-1.9,vader_base
loathing,-2.7,vader_base
lobby,0.1,vader_base
lol,1.8,vader_base
lolz,2.7,vader_base
lone,-1.1,vader_base
lonelier,-1.4,vader_base
loneliest,-2.4,vader_base
loneliness,-1.8,vader_base
lonelinesses,-1.5,vader_base
loneness,-1.1,vader_base
loner,-1.3,vader_base
loners,-0.9,vader_base
lonesome,-1.5,vader_base
lonesomely,-1.3,vader_base
lonesomeness,-1.8,vader_base
lonesomes,-1.4,vader_base
longing,-0.1,vader_base
longingly,0.7,vader_base
longings,0.4,vader_base
loomed,-1.1,vader_base
looming,-0.5,vader_base
looms,-0.6,vader_base
looses,-0.6,vader_base
losers,-2.4,vader_base
loses,-1.3,vader_base
losing,-1.6,vader_base
losses,-1.7,vader_base
lossy,-1.2,vader_base
lost,-1.3,vader_base
louse,-1.6,vader_base
loused,-1.0,vader_base
louses,-1.3,vader_base
lousewort,0.1,vader_base
louseworts,-0.6,vader_base
lousier,-2.2,vader_base
lousiest,-2.6,vader_base
lousily,-1.2,vader_base
lousiness,-1.7,vader_base
lousing,-1.1,vader_base
lovable,3.0,vader_base
loved,2.9,vader_base
lovelies,2.2,vader_base
lover,2.8,vader_base
loverly,2.8,vader_base
lovers,2.4,vader_base
loves,2.7,vader_base
lovingly,3.2,vader_base
lovingness,2.7,vader_base
lowball,-0.8,vader_base
lowballed,-1.5,vader_base
lowballing,-0.7,vader_base
lowballs,-1.2,vader_base
lowborn,-0.7,vader_base
lowboys,-0.6,vader_base
lowbred,-2.6,vader_base
lowbrow,-1.9,vader_base
lowbrows,-0.6,vader_base
lowdown,-0.8,vader_base
lowdowns,-0.2,vader_base
lowe,0.5,vader_base
lowed,-0.8,vader_base
lowercase,0.3,vader_base
lowercased,-0.2,vader_base
lowerclassman,-0.4,vader_base
lowered,-0.5,vader_base
lowermost,-1.4,vader_base
lowers,-0.5,vader_base
lowery,-1.8,vader_base
lowing,-0.5,vader_base
lowish,-0.9,vader_base
lowland,-0.1,vader_base
lowlander,-0.4,vader_base
lowlanders,-0.3,vader_base
lowlands,-0.1,vader_base
lowlier,-1.7,vader_base
lowliest,-1.8,vader_base
lowlife,-1.5,vader_base
lowlifes,-2.2,vader_base
lowlight,-2.0,vader_base
lowlights,-0.3,vader_base
lowlihead,-0.3,vader_base
lowliness,-1.1,vader_base
lowlinesses,-1.2,vader_base
lowlives,-2.1,vader_base
lown,0.9,vader_base
lowness,-1.3,vader_base
lowrider,-0.2,vader_base
lowriders,0.1,vader_base
lows,-0.8,vader_base
lowse,-0.7,vader_base
loyalism,1.0,vader_base
loyalisms,0.9,vader_base
loyalist,1.5,vader_base
loyalists,1.1,vader_base
loyally,2.1,vader_base
loyalties,1.9,vader_base
lts,1.6,vader_base
lucked,1.9,vader_base
luckie,1.6,vader_base
luckier,1.9,vader_base
luckiest,2.9,vader_base
luckily,2.3,vader_base
luckiness,1.0,vader_base
lucking,1.2,vader_base
luckless,-1.3,vader_base
lucks,1.6,vader_base
ludicrously,-0.2,vader_base
ludicrousness,-1.9,vader_base
lugubrious,-2.1,vader_base
lulz,2.0,vader_base
lunatic,-2.2,vader_base
lunatics,-1.6,vader_base
lurking,-0.5,vader_base
lurks,-0.9,vader_base
ly,2.6,vader_base
ly4e,2.7,vader_base
lya,3.3,vader_base
lyb,3.0,vader_base
lying,-2.4,vader_base
lyl,3.1,vader_base
lylab,2.7,vader_base
lylas,2.6,vader_base
lylb,1.6,vader_base
m8,1.4,vader_base
maddening,-2.2,vader_base
madder,-1.2,vader_base
maddest,-2.8,vader_base
madly,-1.7,vader_base
madness,-1.9,vader_base
magnific,2.3,vader_base
magnifical,2.4,vader_base
magnifically,2.4,vader_base
magnification,1.0,vader_base
magnifications,1.2,vader_base
magnificence,2.4,vader_base
magnificences,2.3,vader_base
magnificently,3.4,vader_base
magnifico,1.8,vader_base
magnificoes,1.4,vader_base
maniac,-2.1,vader_base
maniacal,-0.3,vader_base
maniacally,-1.7,vader_base
maniacs,-1.2,vader_base
manipulated,-1.6,vader_base
manipulating,-1.5,vader_base
marvels,2.0,vader_base
masochism,-1.6,vader_base
masochisms,-1.1,vader_base
masochist,-1.7,vader_base
masochistic,-2.2,vader_base
masochistically,-1.6,vader_base
masochists,-1.2,vader_base
masterpieces,2.5,vader_base
matters,0.1,vader_base
meaningful,1.3,vader_base
medal,2.1,vader_base
meditative,1.4,vader_base
meh,-0.3,vader_base
melancholia,-0.5,vader_base
melancholiac,-2.0,vader_base
melancholias,-1.6,vader_base
melancholic,-0.3,vader_base
melancholics,-1.0,vader_base
melancholies,-1.1,vader_base
menace,-2.2,vader_base
menaced,-1.7,vader_base
merited,1.4,vader_base
meriting,1.1,vader_base
meritocracy,0.6,vader_base
meritocrat,0.4,vader_base
meritocrats,1.1,vader_base
meritoriously,1.3,vader_base
meritoriousness,1.7,vader_base
merits,1.7,vader_base
merrier,1.7,vader_base
merriest,2.7,vader_base
merrily,2.4,vader_base
merriment,2.4,vader_base
merriments,2.0,vader_base
merriness,2.2,vader_base
merrymaker,2.2,vader_base
merrymakers,1.7,vader_base
merrymaking,2.2,vader_base
merrymakings,2.4,vader_base
merrythought,1.1,vader_base
merrythoughts,1.6,vader_base
messed,-1.4,vader_base
methodical,0.6,vader_base
mia,-1.2,vader_base
mirth,2.6,vader_base
mirthful,2.7,vader_base
mirthfully,2.0,vader_base
misbehaved,-1.6,vader_base
misbehaves,-1.6,vader_base
misbehaving,-1.7,vader_base
mischiefs,-0.8,vader_base
miser,-1.8,vader_base
miserableness,-2.8,vader_base
miserably,-2.1,vader_base
miserere,-0.8,vader_base
misericorde,0.1,vader_base
misericordes,-0.5,vader_base
miseries,-2.7,vader_base
miserliness,-2.6,vader_base
misers,-1.5,vader_base
misinformed,-1.6,vader_base
misinterpreted,-1.3,vader_base
misleading,-1.7,vader_base
misreporting,-1.5,vader_base
missed,-1.2,vader_base
misses,-0.9,vader_base
missing,-1.2,vader_base
mistakable,-0.8,vader_base
mistaken,-1.5,vader_base
mistaker,-1.6,vader_base
mistakers,-1.6,vader_base
mistakes,-1.5,vader_base
mistaking,-1.1,vader_base
misunderstanding,-1.8,vader_base
misunderstands,-1.3,vader_base
misunderstood,-1.4,vader_base
mlm,-1.4,vader_base
mmk,0.6,vader_base
mml,2.0,vader_base
moaned,-0.4,vader_base
moaning,-0.4,vader_base
moans,-0.6,vader_base
mocked,-1.3,vader_base
mocker,-0.8,vader_base
mockeries,-1.6,vader_base
mockers,-1.3,vader_base
mockery,-1.3,vader_base
mocking,-1.7,vader_base
mocks,-2.0,vader_base
mofo,-2.4,vader_base
molest,-2.1,vader_base
molestation,-1.9,vader_base
molestations,-2.9,vader_base
molested,-1.9,vader_base
molester,-2.3,vader_base
molesters,-2.2,vader_base
molesting,-2.8,vader_base
molests,-3.1,vader_base
mongering,-0.8,vader_base
monopolized,-0.9,vader_base
monopolizes,-1.1,vader_base
monopolizing,-0.5,vader_base
mooch,-1.7,vader_base
mooched,-1.4,vader_base
moocher,-1.5,vader_base
moochers,-1.9,vader_base
mooches,-1.4,vader_base
mooching,-1.7,vader_base
moodier,-1.1,vader_base
moodiest,-2.1,vader_base
moodily,-1.3,vader_base
moodiness,-1.4,vader_base
moodinesses,-1.4,vader_base
mope,-1.9,vader_base
moping,-1.0,vader_base
moron,-2.2,vader_base
moronic,-2.7,vader_base
moronically,-1.4,vader_base
moronity,-1.1,vader_base
morons,-1.3,vader_base
motherfucker,-3.6,vader_base
motherfucking,-2.8,vader_base
motivating,2.2,vader_base
mourn,-1.8,vader_base
mourned,-1.3,vader_base
mourner,-1.6,vader_base
mourners,-1.8,vader_base
mournful,-1.6,vader_base
mournfuller,-1.9,vader_base
mournfully,-1.7,vader_base
mournfulness,-1.8,vader_base
mourning,-1.9,vader_base
mourningly,-2.3,vader_base
mourns,-2.4,vader_base
muah,2.3,vader_base
mubar,-1.0,vader_base
mumpish,-1.4,vader_base
murdered,-3.4,vader_base
murderee,-3.2,vader_base
murderees,-3.1,vader_base
murderer,-3.6,vader_base
murderers,-3.3,vader_base
murderess,-2.2,vader_base
murderesses,-2.6,vader_base
murdering,-3.3,vader_base
murderous,-3.2,vader_base
murderously,-3.1,vader_base
murderousness,-2.9,vader_base
murders,-3.0,vader_base
musm,0.9,vader_base
mwah,2.5,vader_base
n00b,-1.6,vader_base
n1,1.9,vader_base
nagana,-1.7,vader_base
nagged,-1.7,vader_base
nagger,-1.8,vader_base
naggers,-1.5,vader_base
naggier,-1.4,vader_base
naggiest,-2.4,vader_base
naggingly,-0.9,vader_base
naggy,-1.7,vader_base
nags,-1.1,vader_base
nah,-0.4,vader_base
nastic,0.2,vader_base
nastier,-2.3,vader_base
nasties,-2.1,vader_base
nastiest,-2.4,vader_base
nastily,-1.9,vader_base
nastiness,-1.1,vader_base
nastinesses,-2.6,vader_base
nasturtium,0.4,vader_base
nasturtiums,0.1,vader_base
natural,1.5,vader_base
nbd,1.3,vader_base
nbif,-0.5,vader_base
neaten,1.2,vader_base
neatened,2.0,vader_base
neatening,1.3,vader_base
neatens,1.1,vader_base
neater,1.0,vader_base
neatest,1.7,vader_base
neath,0.2,vader_base
neatherd,-0.4,vader_base
neatly,1.4,vader_base
neatness,1.3,vader_base
neats,1.1,vader_base
negativity,-2.3,vader_base
neglected,-2.4,vader_base
neglecter,-1.7,vader_base
neglecters,-1.5,vader_base
neglectfully,-2.1,vader_base
neglectfulness,-2.0,vader_base
neglecting,-1.7,vader_base
neglects,-2.2,vader_base
nerd,-1.2,vader_base
nerdier,-0.2,vader_base
nerdiest,0.6,vader_base
nerdish,-0.1,vader_base
nerdy,-0.2,vader_base
nerves,-0.4,vader_base
nervously,-0.6,vader_base
neurotically,-1.8,vader_base
neuroticism,-0.9,vader_base
neurotics,-0.7,vader_base
nfc,-2.7,vader_base
nfw,-2.4,vader_base
nh,2.2,vader_base
nicely,1.9,vader_base
niceness,1.6,vader_base
nicenesses,2.1,vader_base
nicer,1.9,vader_base
nicest,2.2,vader_base
niceties,1.5,vader_base
nicety,1.2,vader_base
niggas,-1.4,vader_base
nigger,-3.3,vader_base
nimby,-0.8,vader_base
nimjd,-0.7,vader_base
nimq,-0.2,vader_base
nimy,-1.4,vader_base
nitl,-1.5,vader_base
nme,-2.1,vader_base
no,-1.2,vader_base
nonsense,-1.7,vader_base
noob,-0.2,vader_base
nosey,-0.8,vader_base
noyb,-0.7,vader_base
np,1.4,vader_base
ntmu,1.4,vader_base
numbat,0.2,vader_base
numbed,-0.9,vader_base
number,0.3,vader_base
numberable,0.6,vader_base
numbest,-1.0,vader_base
numbfish,-0.4,vader_base
numbfishes,-0.7,vader_base
numbing,-1.1,vader_base
numbingly,-1.3,vader_base
numbles,0.4,vader_base
numbly,-1.4,vader_base
numbness,-1.1,vader_base
numbs,-0.7,vader_base
numbskull,-2.3,vader_base
numbskulls,-2.2,vader_base
nurtural,1.5,vader_base
nurturance,1.6,vader_base
nurturances,1.3,vader_base
nurturant,1.7,vader_base
nurtured,1.9,vader_base
nurturer,1.9,vader_base
nurturers,0.8,vader_base
nurtures,1.9,vader_base
nurturing,2.0,vader_base
nuts,-1.3,vader_base
o-8,-0.5,vader_base
o-:,-0.3,vader_base
o-|,-1.1,vader_base
o.O,-0.6,vader_base
o.o,-0.8,vader_base
o/\o,2.1,vader_base
o:,-0.2,vader_base
o:),1.5,vader_base
o:-),2.0,vader_base
o:-3,2.2,vader_base
o:3,2.3,vader_base
o:<,-0.3,vader_base
o;^),1.6,vader_base
o_0,-0.1,vader_base
o_O,-0.5,vader_base
o_o,-0.5,vader_base
obliterated,-2.1,vader_base
obnoxious,-2.0,vader_base
obnoxiously,-2.3,vader_base
obnoxiousness,-2.1,vader_base
obsesses,-1.0,vader_base
obsessing,-1.4,vader_base
obsessional,-1.5,vader_base
obsessionally,-1.3,vader_base
obsessions,-0.9,vader_base
obsessively,-0.4,vader_base
obsessiveness,-1.2,vader_base
obsessives,-0.7,vader_base
obstinate,-1.2,vader_base
odd,-1.3,vader_base
offences,-1.4,vader_base
offended,-1.0,vader_base
offenders,-1.5,vader_base
offending,-2.3,vader_base
offends,-2.0,vader_base
offenseless,0.7,vader_base
offenses,-1.5,vader_base
offensively,-2.8,vader_base
offensiveness,-2.3,vader_base
offensives,-0.8,vader_base
offline,-0.5,vader_base
ok,1.2,vader_base
okays,2.1,vader_base
ominous,-1.4,vader_base
once-in-a-lifetime,1.8,vader_base
opportune,1.7,vader_base
opportunely,1.5,vader_base
opportuneness,1.2,vader_base
opportunism,0.4,vader_base
opportunisms,0.2,vader_base
opportunist,0.2,vader_base
opportunists,0.3,vader_base
oppressed,-2.1,vader_base
optimality,1.9,vader_base
optimally,1.3,vader_base
optimisation,1.6,vader_base
optimisations,1.8,vader_base
optimise,1.9,vader_base
optimised,1.7,vader_base
optimises,1.6,vader_base
optimising,1.7,vader_base
optimisms,2.0,vader_base
optimist,2.4,vader_base
optimistically,2.1,vader_base
optimists,1.6,vader_base
optimization,1.6,vader_base
optimizations,0.9,vader_base
optimized,2.0,vader_base
optimizer,1.5,vader_base
optimizers,2.1,vader_base
optimizes,1.8,vader_base
optimizing,2.0,vader_base
optionless,-1.7,vader_base
outmaneuvered,0.5,vader_base
outrageously,-1.2,vader_base
outrageousness,-1.2,vader_base
outrageousnesses,-1.3,vader_base
outrages,-2.3,vader_base
outraging,-2.0,vader_base
outreach,1.1,vader_base
overjoyed,2.7,vader_base
overlooked,-0.1,vader_base
overreacted,-1.7,vader_base
overreaction,-0.7,vader_base
overreacts,-2.2,vader_base
overselling,-0.8,vader_base
oversells,0.3,vader_base
oversimplification,0.2,vader_base
oversimplifies,0.1,vader_base
oversimplify,-0.6,vader_base
overstatements,-0.7,vader_base
overwhelmingly,-0.5,vader_base
overwhelms,-0.8,vader_base
oxymoron,-0.5,vader_base
pained,-1.8,vader_base
painfuller,-1.7,vader_base
painfully,-2.4,vader_base
painfulness,-2.7,vader_base
paining,-1.7,vader_base
painlessly,1.1,vader_base
painlessness,0.4,vader_base
pains,-1.8,vader_base
palatableness,0.8,vader_base
palatably,1.1,vader_base
panicking,-1.9,vader_base
panicle,0.5,vader_base
panicled,0.1,vader_base
panicles,-0.2,vader_base
panics,-1.9,vader_base
paniculate,0.1,vader_base
panicums,-0.1,vader_base
paradise,3.2,vader_base
paradox,-0.4,vader_base
paranoia,-1.0,vader_base
paranoiac,-1.3,vader_base
paranoiacs,-0.7,vader_base
paranoias,-1.5,vader_base
paranoid,-1.0,vader_base
paranoids,-1.6,vader_base
pardon,1.3,vader_base
pardoned,0.9,vader_base
pardoning,1.7,vader_base
pardons,1.2,vader_base
parley,-0.4,vader_base
partied,1.4,vader_base
partier,1.4,vader_base
partiers,0.7,vader_base
parties,1.7,vader_base
party,1.7,vader_base
partyer,1.2,vader_base
partyers,1.1,vader_base
partying,1.6,vader_base
passional,1.6,vader_base
passionately,2.4,vader_base
passionateness,2.3,vader_base
passionflower,0.3,vader_base
passionflowers,0.4,vader_base
passionless,-1.9,vader_base
passions,2.2,vader_base
passively,-0.7,vader_base
pathetical,-1.2,vader_base
pathetically,-1.8,vader_base
peaceable,1.7,vader_base
peaceableness,1.8,vader_base
peaceably,2.0,vader_base
peacefuller,1.9,vader_base
peacefullest,3.1,vader_base
peacefully,2.4,vader_base
peacefulness,2.1,vader_base
peacekeeper,1.6,vader_base
peacekeepers,1.6,vader_base
peacekeeping,2.0,vader_base
peacekeepings,1.6,vader_base
peacemaker,2.0,vader_base
peacemakers,2.4,vader_base
peacemaking,1.7,vader_base
peacenik,0.8,vader_base
peaceniks,0.7,vader_base
peaces,2.1,vader_base
peacetime,2.2,vader_base
peacetimes,2.1,vader_base
peculiarities,0.1,vader_base
peculiarity,0.6,vader_base
peculiarly,-0.4,vader_base
pensive,0.3,vader_base
perfecta,1.4,vader_base
perfectas,0.6,vader_base
perfected,2.7,vader_base
perfecter,1.8,vader_base
perfecters,1.4,vader_base
perfectest,3.1,vader_base
perfectibilities,2.1,vader_base
perfectibility,1.8,vader_base
perfectible,1.5,vader_base
perfecting,2.3,vader_base
perfectionism,1.3,vader_base
perfectionist,1.5,vader_base
perfectionistic,0.7,vader_base
perfectionists,0.1,vader_base
perfections,2.5,vader_base
perfective,1.2,vader_base
perfectively,2.1,vader_base
perfectiveness,0.9,vader_base
perfectives,0.9,vader_base
perfectivity,2.2,vader_base
perfectness,3.0,vader_base
perfecto,1.3,vader_base
perfects,1.6,vader_base
perpetrator,-2.2,vader_base
perpetrators,-1.0,vader_base
perplexed,-1.3,vader_base
persecuted,-1.3,vader_base
persecutes,-1.2,vader_base
persecuting,-1.5,vader_base
perturbed,-1.4,vader_base
perversely,-2.2,vader_base
perverseness,-2.1,vader_base
perversenesses,-0.5,vader_base
perversion,-1.3,vader_base
perversions,-1.2,vader_base
perversities,-1.1,vader_base
perversity,-2.6,vader_base
perversive,-2.1,vader_base
pervert,-2.3,vader_base
perverted,-2.5,vader_base
pervertedly,-1.2,vader_base
pervertedness,-1.2,vader_base
perverter,-1.7,vader_base
perverters,-0.6,vader_base
perverting,-1.0,vader_base
perverts,-2.8,vader_base
pessimisms,-2.0,vader_base
pessimist,-1.5,vader_base
pessimistically,-2.0,vader_base
pessimists,-1.0,vader_base
petrifaction,-1.9,vader_base
petrifactions,-0.3,vader_base
petrification,-0.1,vader_base
petrifications,-0.4,vader_base
petrified,-2.5,vader_base
petrifies,-2.3,vader_base
petrify,-1.7,vader_base
petrifying,-2.6,vader_base
pettier,-0.3,vader_base
pettiest,-1.3,vader_base
phobia,-1.6,vader_base
phobias,-2.0,vader_base
phobic,-1.2,vader_base
phobics,-1.3,vader_base
pileup,-1.1,vader_base
piqued,0.1,vader_base
piss,-1.7,vader_base
pissant,-1.5,vader_base
pissants,-2.5,vader_base
pissed,-3.2,vader_base
pisser,-2.0,vader_base
pissers,-1.4,vader_base
pisses,-1.4,vader_base
pissing,-1.7,vader_base
pissoir,-0.8,vader_base
pita,-2.4,vader_base
piteous,-1.2,vader_base
pitiable,-1.1,vader_base
pitiableness,-1.1,vader_base
pitiably,-1.1,vader_base
pitied,-1.3,vader_base
pitier,-1.2,vader_base
pitiers,-1.3,vader_base
pities,-1.2,vader_base
pitifuller,-1.8,vader_base
pitifullest,-1.1,vader_base
pitifully,-1.2,vader_base
pitifulness,-1.2,vader_base
pitiless,-1.8,vader_base
pitilessly,-2.1,vader_base
pitilessness,-0.5,vader_base
pitying,-1.4,vader_base
pityingly,-1.0,vader_base
pityriasis,-0.8,vader_base
played,1.4,vader_base
playful,1.9,vader_base
playfully,1.6,vader_base
playfulness,1.2,vader_base
playing,0.8,vader_base
plays,1.0,vader_base
pleasanter,1.5,vader_base
pleasantest,2.6,vader_base
pleasantness,2.3,vader_base
pleasantnesses,2.3,vader_base
pleasantries,1.3,vader_base
pleasantry,2.0,vader_base
pleaser,1.7,vader_base
pleasers,1.0,vader_base
pleases,1.7,vader_base
pleasurability,1.9,vader_base
pleasurable,2.4,vader_base
pleasurableness,2.4,vader_base
pleasurably,2.6,vader_base
pleasured,2.3,vader_base
pleasureless,-1.6,vader_base
pleasures,1.9,vader_base
pleasuring,2.8,vader_base
pls,0.3,vader_base
plz,0.3,vader_base
pmbi,0.8,vader_base
pmfji,0.3,vader_base
pmji,0.7,vader_base
po,-2.6,vader_base
poised,1.0,vader_base
poisoned,-2.2,vader_base
poisoner,-2.7,vader_base
poisoners,-3.1,vader_base
poisonings,-2.4,vader_base
poisonous,-2.7,vader_base
poisonously,-2.9,vader_base
poisons,-2.7,vader_base
poisonwood,-1.0,vader_base
pollute,-2.3,vader_base
polluter,-1.8,vader_base
polluters,-2.0,vader_base
pollutes,-2.2,vader_base
poorer,-1.5,vader_base
poorest,-2.5,vader_base
popularise,1.6,vader_base
popularised,1.1,vader_base
popularises,0.5,vader_base
popularising,1.2,vader_base
popularities,1.6,vader_base
popularization,1.3,vader_base
popularizations,0.9,vader_base
popularized,1.9,vader_base
popularizer,1.8,vader_base
popularizers,1.0,vader_base
popularizes,1.4,vader_base
popularizing,1.5,vader_base
popularly,1.8,vader_base
positiveness,2.3,vader_base
positivenesses,2.2,vader_base
positiver,2.3,vader_base
positivest,2.9,vader_base
positivism,1.6,vader_base
positivisms,1.8,vader_base
positivist,2.0,vader_base
positivistic,1.9,vader_base
positivists,1.7,vader_base
positivities,2.6,vader_base
positivity,2.3,vader_base
possessive,-0.9,vader_base
postponed,-0.8,vader_base
postpones,-1.1,vader_base
postponing,-0.5,vader_base
praised,2.2,vader_base
praiser,2.0,vader_base
praisers,2.0,vader_base
praises,2.4,vader_base
praiseworthily,1.9,vader_base
praiseworthiness,2.4,vader_base
praiseworthy,2.6,vader_base
praising,2.5,vader_base
praying,1.5,vader_base
prays,1.4,vader_base
prblm,-1.6,vader_base
prblms,-2.3,vader_base
